DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
"Gansbaai GW2",117494,0.500000,Mk10,21:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,22:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,23:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,01:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,05:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,08:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,09:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,10:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,11:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,15:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,1.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,19:00:00 20-Apr-2012,GPE,-34.50000000,21.59774971,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,20:00:00 20-Apr-2012,GPE,-34.50000000,21.59774971,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,21:00:00 20-Apr-2012,GPE,-34.50000000,21.59774971,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,22:00:00 20-Apr-2012,GPE,-34.50000000,21.59774971,0.0,18.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,23:00:00 20-Apr-2012,GPE,-34.50000000,21.59774971,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,01:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,3.0,19.0,Archive
"Gansbaai GW2",117494,0.500000,Mk10,04:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,0.0,19.0,Archive
"Gansbaai GW2",117494,0.500000,Mk10,05:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,0.0,18.9,Archive
